subject_id,CRRP_Allocation_global_mean,CRRP_Flexibility_global_mean,CRRP_Residual_global_mean,CRRP_Contrast_global_mean,CRRP_Switching_global_mean,stability_margin,stability_margin_obs_tha,stability_margin_obs_bg,stability_margin_obs_cb,E_Pobs_tha,E_Pobs_bg,E_Pobs_cb,E_cort,C_reg,E_g_update
127731,0.3789908369793864,0.0008455536805209833,2.9878326230211947e-06,3.124151990886246e-06,0.0002700934135585762,-0.005271705309548125,-0.038488454471181016,-0.054763738276104715,-0.0937657005720672,1186.4966750883132,1831.0850990094762,2760.6337871859614,13885.254460035543,19287.844742656343,0.0006043755235763426
127832,0.4390111463886055,0.0033132101892172417,6.507884149431081e-06,7.143935424846199e-06,0.0006194525020056857,-0.006933215375581774,-0.01975466270723328,-0.031910690897423634,-0.05861202747538481,1434.1479878067398,2300.7252569270813,3710.548316748272,7584.586900293677,17471.204657415703,0.002846127000579826
127933,0.38686901364234233,0.0008450538373440056,3.13419815184226e-06,2.9178153514410333e-06,0.0002665402707289076,-0.005242906416474895,-0.0414257303034878,-0.05178388808539411,-0.0723275501636207,1187.8363734323932,1821.879277147789,2776.2216619856517,12882.491560569928,19359.542158924643,0.0005751499377790186
128026,0.36715782402967434,0.002408542694353451,5.823013059051375e-06,5.912059131703977e-06,0.0005299252571676741,-0.006503779857588236,-0.02339121789547658,-0.030604236284813437,-0.057323037323573134,1456.7209432120426,2266.5931310646047,3626.665227860861,7385.251611773526,16994.163839605193,0.0021610512308189414
128127,0.37153171316391204,0.0006589380965050047,1.9806020322003986e-06,2.0794126940890414e-06,0.00017783017673481227,-0.0051057424454610464,-0.06029618360343754,-0.08103503056611872,-0.11033751900899025,915.3296950025789,1457.6706407955994,2199.6257929313297,13451.164208234828,20461.050730951654,0.0002895721611234113
128632,0.37656964905060764,0.0017235122678730301,4.635908529734559e-06,4.6445218301851495e-06,0.0004153368073820875,-0.005687275984429904,-0.025088357832024004,-0.04436223897508633,-0.0639350543337856,1267.3954771906413,2005.2730825921271,3195.801808869126,10528.958880089753,18062.69531308447,0.0013782071312952882
128935,0.4319006211238082,0.002434562566581926,5.61287876268565e-06,5.498691386551342e-06,0.0004961217819663875,-0.006078393851896147,-0.02229483075369945,-0.036779050401987465,-0.05307346916433234,1405.3269426876,2257.402280911959,3558.737939060158,8477.480525270528,17875.68127100817,0.001827890372582601
129028,0.3433444701094905,0.0008078326684991794,2.9424237098797266e-06,3.1079888956688394e-06,0.00026565063719832127,-0.005261319075171245,-0.045111767047944076,-0.06414486665827325,-0.08514339990928847,1171.9873157300647,1810.7790980790667,2737.3853277613416,13889.645163327465,18494.341395897667,0.0005803377766295556
129129,0.3929301939542312,0.0010172936520580222,3.1352870267727677e-06,3.010472759033836e-06,0.00027091490889708555,-0.00526371864154811,-0.033506333367312555,-0.05368159086386775,-0.07514330708473871,1102.7024749523694,1748.9083053350055,2750.0510916862986,13213.215999931013,18392.48963581969,0.0006227865971305688
129331,0.3810978856513515,0.0010248179189517553,2.4521366710614894e-06,2.5781185964970153e-06,0.00021995715873215422,-0.005189309811386801,-0.038673763366539715,-0.05653239495658714,-0.09448934037361514,1100.639627942879,1655.777202679686,2518.0580827988665,12632.973465487712,19146.313998696714,0.00043117015869074607
129634,0.39065590721813526,0.001672824119348099,4.688908471706896e-06,4.763382763053254e-06,0.0004243021350890687,-0.005788855172406255,-0.023488039642493904,-0.04175984318586633,-0.05763566963770512,1331.0575981754332,2095.4932027032537,3276.7067914631098,9300.880046414137,17414.568308489033,0.0014006557832165407
129937,0.4142133364007994,0.001164493256504095,3.923558236942127e-06,4.010167659534242e-06,0.00035227949368795623,-0.005831113402056824,-0.03118924442198882,-0.050840208903051506,-0.07414753205711047,1355.2526505673484,1986.9347657063054,3092.2213446139,11117.840037733014,19207.189238066458,0.0009496943959092748
130013,0.3567284678916616,0.000773358612574878,2.507961114162191e-06,2.5282006553767473e-06,0.00021816910349768649,-0.00525944839118914,-0.0493864181180958,-0.0742723047158886,-0.09076019700179952,1147.7524430452427,1698.0484042254523,2587.684651436281,13236.239502033677,19282.477120336287,0.0004071840873311246
130114,0.4162044787107011,0.0009536180553013387,3.2017714094498913e-06,3.2445524377786863e-06,0.00028582679895307653,-0.0053080414181598395,-0.04125216125056937,-0.0564004766848613,-0.07723612045569227,1200.116860850718,1859.1576099872884,2877.5743000702982,11770.55266814761,19127.676958634755,0.0006531320065522472
130316,0.43024525433721567,0.003535289020454248,6.200089763714068e-06,6.526378978288093e-06,0.0005735532144173915,-0.007179288965859111,-0.020801196097011306,-0.03080727789878265,-0.05633489299555296,1504.0747163500373,2283.706763501619,3686.75597000791,9487.728325405453,18098.365798888037,0.002397426272053208
130417,0.3530967482689576,0.0008860867616640599,3.2911769542170954e-06,3.4832208570189554e-06,0.00029834135149547485,-0.005299520786180619,-0.025850138269366944,-0.06592645984610015,-0.09175139182468914,1132.4885169088172,1838.6093278637193,2829.944964679424,10185.351995960897,18049.87135116947,0.0007321695187820648
