subject_id,network,n_regions,CRRP_Allocation,CRRP_Flexibility,CRRP_Residual,CRRP_Contrast,CRRP_Switching
132017,DorsAttn,26,0.40644295165530886,0.003147952521840752,5.436134671227203e-06,5.965615074042818e-06,0.0005126891496569174
132017,SalVentAttn,22,0.389110519943716,0.0028692199551691795,4.977633121002481e-06,6.84702960684388e-06,0.0005299358250456392
132017,Limbic,12,0.26873605170724624,0.002578621626673627,7.235035199978246e-06,7.904953750945988e-06,0.0006662948980965666
132017,Cont,30,0.4316308581050875,0.0042395125810595425,6.3084698253711384e-06,7.10760548286569e-06,0.0006076728102132386
132017,Default,46,0.3404315003442508,0.003776313155354583,5.879131871778025e-06,7.927044335446485e-06,0.0006135770274331246
132118,Vis,29,0.40384274727709196,0.0003333608335717664,2.8544557389777175e-06,1.6576621596828342e-06,0.00018675059213192432
132118,SomMot,35,0.4632798987459292,0.0005670350811852735,1.6423989497693582e-06,1.511644890598712e-06,0.00014093376183262597
132118,DorsAttn,26,0.41009348499598747,0.0008829406917827593,2.1290005259132616e-06,2.273353099025746e-06,0.0001951959499182093
132118,SalVentAttn,22,0.3950200149307186,0.0008616497018633377,2.053283153936111e-06,2.457605171442131e-06,0.00019861037501233152
132118,Limbic,12,0.35983671666831646,0.0007963002701559223,2.3399235633306413e-06,2.2263406154404904e-06,0.00019502782041669252
132118,Cont,30,0.4097969924179801,0.0009481570477641827,2.459565353373432e-06,2.761874542026076e-06,0.00023402040892393143
132118,Default,46,0.39275696986781067,0.0007225127151861051,2.2363860758115176e-06,2.3951161079150923e-06,0.0002031633084580875
133019,Vis,29,0.4024936578467481,0.0007256123959665423,4.29065430753878e-06,3.3613769352280005e-06,0.00032928091411139795
133019,SomMot,35,0.42957378095951493,0.0010801049257448386,3.4532438976126845e-06,3.897641144425485e-06,0.0003333800033627517
133019,DorsAttn,26,0.3830214214119257,0.001723412158872977,4.253397300163426e-06,4.213398412605575e-06,0.00037928539509263275
133019,SalVentAttn,22,0.4445898691590085,0.0012809209770021925,3.495129157843743e-06,3.714317908829001e-06,0.0003279818651574799
133019,Limbic,12,0.2869466544065112,0.0007713025441945033,3.917749732633016e-06,3.7526296658123387e-06,0.0003271116635637621
133019,Cont,30,0.4093915449892081,0.0037740926260458945,6.142186501151799e-06,5.541860336436062e-06,0.0005236387625238887
133019,Default,46,0.3975995640556147,0.0032300077651520476,5.536573377826684e-06,6.225305119066923e-06,0.0005311831972965691
133625,Vis,29,0.37901379812106256,0.0006883538420614365,2.272208095156011e-06,1.769690195682115e-06,0.00017235596071448682
133625,SomMot,35,0.4449482685063879,0.0007163320609234751,1.037133333610318e-06,1.4041353456370105e-06,0.00010792543045663256
133625,DorsAttn,26,0.39773701400249084,0.0008876835313374298,1.2717488227405303e-06,1.3028504338325185e-06,0.00011255515895096683
133625,SalVentAttn,22,0.38639125481541153,0.0007845992228075437,1.2208418158877881e-06,1.40147834741046e-06,0.0001117503472375064
133625,Limbic,12,0.3344654791601824,0.0010912394475758225,1.4051844398771345e-06,1.339094550243985e-06,0.0001123143212599189
133625,Cont,30,0.3835728600195665,0.0011867047108728604,1.8524331802874795e-06,2.05358426937898e-06,0.00017398082188563692
133625,Default,46,0.37701070625768923,0.0007959800266988852,1.4936664748910083e-06,1.8131896893888106e-06,0.00014264714006146384
133827,Vis,29,0.3948981288100841,0.00026951948735931265,2.717882444369959e-06,1.8683862642636597e-06,0.00019478947464317113
133827,SomMot,35,0.4683926341416842,0.0005081871807887865,1.1906348304254407e-06,1.0029453193179782e-06,9.591552376412696e-05
133827,DorsAttn,26,0.44091348496100047,0.0007329767016670238,2.3516915613279996e-06,1.8400602311979787e-06,0.00018401809311964116
133827,SalVentAttn,22,0.37552280509392766,0.0006661898197764817,1.4041407789845813e-06,1.6293890736716625e-06,0.0001311448294485577
133827,Limbic,12,0.2887645747460458,0.0008071390967145575,2.721582221479924e-06,2.0886208495926435e-06,0.00019745706972409667
133827,Cont,30,0.41032808114816266,0.0008121704445311624,2.5734318250578663e-06,2.457325666074752e-06,0.0002230821211474458
133827,Default,46,0.3807432880086581,0.0005640585435427638,1.908383170659558e-06,1.8263636816759328e-06,0.00016037205206908064
133928,Vis,29,0.32696432402372255,0.0005419558792528868,3.2892679213521895e-06,2.097403699211743e-06,0.00023012606802801493
133928,SomMot,35,0.37401004608522687,0.0008568750641319902,2.1403306493639707e-06,2.4134226983656176e-06,0.00020364241640966242
133928,DorsAttn,26,0.3217059086793448,0.0008025911759843008,2.7470792112354442e-06,2.3781661667542827e-06,0.0002277657610232379
133928,SalVentAttn,22,0.35509945535792997,0.0010671837461366644,1.915138287682877e-06,2.2718073350802365e-06,0.0001849264062245404
133928,Limbic,12,0.2728461546163647,0.0008581920335922346,3.5866144626830963e-06,3.053013000114957e-06,0.000284284737397502
133928,Cont,30,0.32933798570562417,0.001223289266829713,2.86330133272206e-06,3.1746630899577407e-06,0.0002658017532647788
133928,Default,46,0.3380231380426272,0.0008222741976814377,2.797818411843048e-06,3.580753089399323e-06,0.00028276204101917177
134021,Vis,29,0.356879794064402,0.0005217311453374208,2.908657148975456e-06,2.453709762438404e-06,0.0002328187315244532
134021,SomMot,35,0.40148815247009,0.0009419643927360862,2.1530985222773085e-06,2.7274934104993003e-06,0.0002187291524901239
134021,DorsAttn,26,0.37286273820405863,0.0012066162967134162,2.3330705753556156e-06,2.390468868273999e-06,0.00021064501387885914
134021,SalVentAttn,22,0.3669577864724108,0.0010657539732197693,2.1726319590030436e-06,2.614095921304972e-06,0.00020955110978367983
134021,Limbic,12,0.2910673895462932,0.0018225532839402127,3.549243011445412e-06,3.4579014927828633e-06,0.0002917701815965246
134021,Cont,30,0.37704693250017257,0.0027399244704509993,4.041373165211075e-06,4.205115863287597e-06,0.0003716786470751213
134021,Default,46,0.33509085853264736,0.0013396256655588384,3.2077259290174846e-06,3.6488914327098057e-06,0.00030469520668482784
134223,Vis,29,0.343770845862703,0.0011522730070246056,5.1596594059409595e-06,3.760332815517845e-06,0.00039484411075442586
134223,SomMot,35,0.402733578926795,0.0009766605391217903,2.6905240427954254e-06,3.2838455866710968e-06,0.00026866814042515296
134223,DorsAttn,26,0.3928950428951942,0.0016542113393554062,3.7070081878501348e-06,3.2346626845189914e-06,0.00031301779987240026
134223,SalVentAttn,22,0.38658887446657014,0.0013599897918878908,2.833556962868323e-06,3.309634858398733e-06,0.0002793051608999067
134223,Limbic,12,0.29633221950117455,0.0011777191566687355,4.458187626831388e-06,4.074386716837784e-06,0.00036489331701319285
134223,Cont,30,0.36811268118208523,0.0012252352985077494,3.7022158807562906e-06,3.9087010362990445e-06,0.0003431372985866329
134223,Default,46,0.34901311448372796,0.0012631933442846287,3.878375776528849e-06,4.8861136997938905e-06,0.0003907596786212556
134324,Vis,29,0.4132194822020819,0.0011741231444068934,5.3264532748430835e-06,3.995491305649462e-06,0.0004076643246594181
