shuffle_id,network,n_regions,CRRP_Allocation,CRRP_Flexibility,CRRP_Residual,CRRP_Contrast,CRRP_Switching
19,Vis,29,0.32381111885500546,0.003091353977856513,5.148755272292587e-06,5.129386305891593e-06,0.00046130239440597855
19,SomMot,35,0.31463101034953067,0.0017105823492958555,3.5531457457114883e-06,3.521973428029051e-06,0.0003179245282261776
19,DorsAttn,26,0.32806591956312225,0.0019995712160349615,3.655687619096243e-06,4.545765027514575e-06,0.00036933426856817077
19,SalVentAttn,22,0.3105173064047111,0.001968480007939247,3.3597698605499636e-06,3.82986453036697e-06,0.0003191834875513649
19,Limbic,12,0.34250480151910107,0.0014408143591750312,4.62868897285678e-06,4.368083583039062e-06,0.0003989256348470543
19,Cont,30,0.3229377778382628,0.002483681700212718,4.2782711375242516e-06,4.274420507928079e-06,0.00038204689695057396
19,Default,46,0.3216875581395893,0.0024735368959504928,4.775625745215241e-06,5.526666241020454e-06,0.0004600205577372041
20,Vis,29,0.34683210225984906,0.003137233018615973,6.087818209953012e-06,5.410058297502855e-06,0.0005249518394589691
20,SomMot,35,0.34701823839196316,0.0010226858842356387,3.438030709883616e-06,3.5603283284597507e-06,0.0003164731166806977
20,DorsAttn,26,0.3311591219275897,0.0013604754143121838,4.756579438438721e-06,4.597515499927937e-06,0.0004204317146319772
20,SalVentAttn,22,0.4151572989818201,0.0012997593424166752,4.002608137559766e-06,4.029448253106553e-06,0.00036632298087164176
20,Limbic,12,0.3699210038827592,0.0017751121534731896,4.4125134507767554e-06,4.320898911366118e-06,0.00039334462941673245
20,Cont,30,0.35656936438952325,0.0018647772102585458,4.6666328873886245e-06,4.8817204308723795e-06,0.000426870444659844
20,Default,46,0.4176854861961837,0.0029251047162362626,5.440943991281702e-06,4.8562403269899445e-06,0.000466201982615393
21,Vis,29,0.43639701950690757,0.004331997739254704,6.18494296772143e-06,5.582931118274138e-06,0.0005303695497630359
21,SomMot,35,0.41893313714142044,0.001644920537993437,3.898574718695636e-06,3.7693311891427848e-06,0.0003453540533674637
21,DorsAttn,26,0.4255053049707481,0.0024415840741576,5.099829530827638e-06,4.5446910781208825e-06,0.0004394690732709055
21,SalVentAttn,22,0.40873271134501027,0.0025705813313149166,3.718052639406604e-06,4.6580958862641845e-06,0.0003763969770189415
21,Limbic,12,0.3834086637411274,0.0023214518770732916,5.091702194573527e-06,4.660978167144836e-06,0.00043737296357895155
21,Cont,30,0.35819607350036015,0.0027562954545690133,4.90679032731954e-06,5.4260410369342625e-06,0.0004679802164187979
21,Default,46,0.41421753967497876,0.003490667886185927,5.81394995528339e-06,5.665591593485215e-06,0.000521408001718772
22,Vis,29,0.39758804155556643,0.004667594412508451,5.388859187511992e-06,6.483382025160376e-06,0.0005295692095221082
22,SomMot,35,0.3760385761785666,0.003117221141165192,4.488140742936264e-06,2.751782865738374e-06,0.00031058840170735514
22,DorsAttn,26,0.3657975849940746,0.002920287252744233,5.190823226519373e-06,4.326884433486295e-06,0.00042618639894989114
22,SalVentAttn,22,0.4072722079556714,0.0019323389107881652,3.83036349671525e-06,3.3803097056116844e-06,0.0003262008027019442
22,Limbic,12,0.40286191097966545,0.0019183482748287147,4.234366049838066e-06,3.817930135572391e-06,0.0003583763784288048
22,Cont,30,0.335534628521712,0.004001938091234976,5.806096244158614e-06,4.446625140845518e-06,0.0004549300662572867
22,Default,46,0.3399118656098716,0.0024327059492859383,4.774543659676542e-06,5.049634064979075e-06,0.0004383738341955109
23,Vis,29,0.48650807941083685,0.005393356360672322,6.6211407411284105e-06,6.434332392939365e-06,0.0006018903717857398
23,SomMot,35,0.4285766077606275,0.0027149630800057073,3.831132910032305e-06,3.7099756101701273e-06,0.0003348564992174495
23,DorsAttn,26,0.40660699813617557,0.0037156789038175456,4.698616340520633e-06,4.639780430854272e-06,0.00042733548219015384
23,SalVentAttn,22,0.4627300450097885,0.004433510505051443,4.137270177203526e-06,4.573103950950374e-06,0.0004052027825852261
