shuffle_id,network,n_regions,CRRP_Allocation,CRRP_Flexibility,CRRP_Residual,CRRP_Contrast,CRRP_Switching
78,Limbic,12,0.40155620364504446,0.004077859274728492,7.220023029596802e-06,5.2749184020534255e-06,0.0005206258337209856
78,Cont,30,0.4494907456184726,0.003929910114634377,6.056324758463341e-06,4.48590430001739e-06,0.00047237068871713167
78,Default,46,0.3957868705927797,0.005208161598808446,6.359936066760017e-06,6.416340613770212e-06,0.0005882053038552567
79,Vis,29,0.4717308575767359,0.003182604874436062,7.026308869990331e-06,5.474668575187896e-06,0.0005682843160346288
79,SomMot,35,0.36584913491997284,0.0018554356341442721,3.7558947163325267e-06,3.471231046619457e-06,0.00032047348004722636
79,DorsAttn,26,0.3695225546496754,0.0022117709902731396,5.3025561592973905e-06,4.6730681500218705e-06,0.00044356846076316615
79,SalVentAttn,22,0.40493757934972924,0.0016311723731011326,3.634560761770046e-06,3.873689397433853e-06,0.00034418752306524626
79,Limbic,12,0.30887116000934295,0.0016510361239241579,6.224297143829511e-06,4.6681392600140895e-06,0.0004863235399951916
79,Cont,30,0.4419253583237678,0.002635931767359663,6.30123420084195e-06,4.063110719030747e-06,0.0004461132016075239
79,Default,46,0.35240793312333074,0.0025089877412162696,5.124066218594808e-06,6.1053599912942595e-06,0.0005101950224598909
80,Vis,29,0.37705065769066415,0.0040642843560077715,5.892669346843067e-06,5.720481155521215e-06,0.0005346085603444365
80,SomMot,35,0.3782151451974514,0.002505146671836326,4.147638382670568e-06,3.4128121671042473e-06,0.0003412102333274749
80,DorsAttn,26,0.32560041103899307,0.002786116248140227,5.350151539671834e-06,4.325984350281696e-06,0.00043818788813073994
80,SalVentAttn,22,0.42224711044860874,0.002251882044231342,3.7397503751644614e-06,3.9912050506858785e-06,0.0003534574597550744
80,Limbic,12,0.328165796097963,0.0016273793099252835,4.329729187039703e-06,4.887582812439954e-06,0.0004038889864196312
80,Cont,30,0.3660587388113829,0.0022241968893537164,4.700930489005949e-06,4.298971598867097e-06,0.0003997037196740211
80,Default,46,0.3286797772646048,0.002893779982246925,4.492007630869151e-06,5.9693097148747e-06,0.0004610930295604679
81,Vis,29,0.3664360957670799,0.004501405514757353,6.363350506096824e-06,6.1997422999638874e-06,0.0005846370345103229
81,SomMot,35,0.4221088407535654,0.0014642382891914447,4.033917277481927e-06,3.977504512185524e-06,0.00035979915841993494
81,DorsAttn,26,0.40237378326876794,0.0016969620746474104,4.10941429467839e-06,4.420647934698336e-06,0.0003850217626836716
81,SalVentAttn,22,0.4160295099847639,0.0014267009547092062,3.869096202386277e-06,4.631247021942544e-06,0.0003832755457881719
81,Limbic,12,0.345124183452117,0.0021852609552067887,5.666567707580861e-06,4.760198903770322e-06,0.0004542928725608596
81,Cont,30,0.36698864109862767,0.0024035682035414498,5.016920364303273e-06,4.416126079209988e-06,0.00042638467476221217
81,Default,46,0.4060116681751283,0.00253348392791294,5.422871959921761e-06,5.749418272396514e-06,0.0005077493748581151
82,Vis,29,0.261549382560856,0.004229048509112697,7.120755242382453e-06,6.7693403538948885e-06,0.0006319385534633459
82,SomMot,35,0.43302498564064645,0.0034423015045355436,3.349181141289649e-06,3.175158216818851e-06,0.0002918081208203301
82,DorsAttn,26,0.3907155805873665,0.0029683484770563944,4.558004757529228e-06,4.15873835268614e-06,0.0003924502953615288
82,SalVentAttn,22,0.36314558481806214,0.003817493587586373,3.6406321695965874e-06,4.283551942429649e-06,0.0003542428138425534
82,Limbic,12,0.3090287108598824,0.003384713856313557,5.090521382795742e-06,4.632421068829629e-06,0.00043921371033419054
82,Cont,30,0.3305264205719519,0.0035541943553323795,4.412659528191865e-06,4.812794899987301e-06,0.00041553624242446867
82,Default,46,0.36976636413304365,0.005977311020216658,5.837153768134435e-06,5.303913836676818e-06,0.0005068064505711854
83,Vis,29,0.3209090815894091,0.005161669667162344,7.147997899332788e-06,7.681448880476488e-06,0.0006764227305703474
83,SomMot,35,0.38393131245663553,0.0012782300994218301,3.5875531765291963e-06,3.2859940074475573e-06,0.00030220615946752037
83,DorsAttn,26,0.3759893844707883,0.002799187259097421,4.943238636231897e-06,4.30625607004764e-06,0.00041687115049191247
83,SalVentAttn,22,0.33896998400291345,0.0014200780705462856,3.2931679112733403e-06,3.8101837517744033e-06,0.0003196898689968202
83,Limbic,12,0.3401145957307836,0.0035699132630846544,4.426089056031857e-06,4.56366235255873e-06,0.00040975558179910963
83,Cont,30,0.37095965391327695,0.002062026700015722,4.353823772710919e-06,4.688743351202002e-06,0.00040698022692016374
83,Default,46,0.3745686841698608,0.003182640595631306,4.9856288800013425e-06,5.090678285297058e-06,0.00045677448484073783
84,Vis,29,0.4860502537393108,0.006699037452934807,6.0315305619413424e-06,6.628297929682433e-06,0.0005790148460474521
84,SomMot,35,0.3664983221851005,0.00137515987890769,3.447781630098612e-06,3.2487356808174602e-06,0.00030041167841728496
84,DorsAttn,26,0.38107298508683807,0.002615199801300247,4.512173024283393e-06,4.025319504103815e-06,0.0003822239126864145
84,SalVentAttn,22,0.3335750931732,0.0012399793067896009,3.1677794911630956e-06,3.999155071415791e-06,0.00031935115469503705
84,Limbic,12,0.4230312794236542,0.002392950269919854,5.945888256922892e-06,4.569885551053279e-06,0.0004563650187650824
84,Cont,30,0.40693855284236335,0.0029547767313843672,5.0607273073653945e-06,3.795976831624509e-06,0.00039071983485666273
84,Default,46,0.36599527738062504,0.0033670662877357755,5.756025851137212e-06,5.7922286276444625e-06,0.0005194835822007611
85,Vis,29,0.36288931824964543,0.004259615105796983,6.627521528116987e-06,6.461048857747077e-06,0.0005874485218898958
85,SomMot,35,0.3378718317000456,0.001606624169584528,3.848509801551084e-06,3.0680210616956095e-06,0.0003087591566321756
85,DorsAttn,26,0.3698728127066172,0.0017312159026268029,4.7354635572753624e-06,3.588284138021562e-06,0.0003708283765708487
85,SalVentAttn,22,0.42320720387462996,0.002189195308509021,4.226297079820581e-06,3.7938903774524972e-06,0.0003632020805770355
85,Limbic,12,0.35851848274573,0.001999820228504912,4.478778813132002e-06,4.5763251390484015e-06,0.0004078405497709731
85,Cont,30,0.35715356751233523,0.002893718148848581,5.059320895073211e-06,4.349345677092613e-06,0.0004113627425315983
85,Default,46,0.3459172685572085,0.00252869811145234,5.1557849667917265e-06,5.958319032643293e-06,0.0005066061263285836
86,Vis,29,0.3960813589324125,0.0036978427342159877,5.37260427482517e-06,6.911030532857037e-06,0.0005617734737447948
86,SomMot,35,0.3302779073260014,0.0014893018391480056,3.1334949045760784e-06,3.669466550167366e-06,0.0003083416751334204
86,DorsAttn,26,0.32887505487668695,0.003000072805149503,4.517706163869834e-06,4.553874023499585e-06,0.0004122860433589725
86,SalVentAttn,22,0.2977972371505464,0.0022171725316371097,3.464943293764632e-06,3.757388891919831e-06,0.0003274291175955593
86,Limbic,12,0.34869016153114313,0.0035181203673496446,3.942854324992293e-06,4.140028636688164e-06,0.0003692043216946592
86,Cont,30,0.31949036801219016,0.0037502239784753854,5.481590242065543e-06,5.312373152439321e-06,0.00048228148275045163
86,Default,46,0.30594717547728295,0.00409427618634517,5.333685352015369e-06,5.1545524310854035e-06,0.00047575996513056203
87,Vis,29,0.3749799640882853,0.0072816628737731905,7.179901178915707e-06,7.75557628805813e-06,0.0006902491361693056
87,SomMot,35,0.2818281078634875,0.002162650113391053,4.05042822508887e-06,4.100589429767078e-06,0.00036993196722412213
87,DorsAttn,26,0.2992053831737661,0.0030290959349003888,5.4071316010072295e-06,5.461812130047138e-06,0.0004906801473863212
87,SalVentAttn,22,0.31192077957043246,0.0022605240922410346,4.776166122668143e-06,4.67464535685648e-06,0.00042993138138862526
87,Limbic,12,0.3232692534714378,0.0019069374983013137,4.689539867971769e-06,5.783123313046158e-06,0.0004538960914549015
87,Cont,30,0.2977249169105191,0.003468606320316341,5.765201303319704e-06,6.093416765254702e-06,0.0005368544748196261
87,Default,46,0.30324175501507483,0.0027736948918733444,5.355518327370253e-06,7.82882655948699e-06,0.0005866066463176091
88,Vis,29,0.4507435101663901,0.0037448411246969043,5.899531249321459e-06,6.561394379295498e-06,0.0005659455887299022
88,SomMot,35,0.4544181343449714,0.0025959386599437133,3.6008821026480677e-06,4.2997735514129355e-06,0.00035727428943253554
88,DorsAttn,26,0.44524852520205543,0.0024606413231906565,4.1651489766931185e-06,4.666795702002545e-06,0.00040195806275791036
88,SalVentAttn,22,0.46677862442530527,0.004379019913468863,4.4176316608121326e-06,5.1825841607967474e-06,0.0004252845723031343
88,Limbic,12,0.4562495715848027,0.00444449273614419,4.761970379830111e-06,5.025196027843764e-06,0.0004389087245833968
88,Cont,30,0.40320616384937213,0.0032602591214984295,5.5347618468105595e-06,6.392483752050214e-06,0.0005273668551171139
88,Default,46,0.47916419801275234,0.005952848651133042,5.832256310076341e-06,7.710535019535823e-06,0.0006077992248846293
89,Vis,29,0.3842089903104495,0.00458038032543074,7.860997854360124e-06,6.186250494493884e-06,0.0006462989993779473
89,SomMot,35,0.40300503825954964,0.0011126255010450305,3.5729187334149324e-06,3.1527056799199496e-06,0.00030290364616614385
89,DorsAttn,26,0.37975959447829316,0.002118871942450119,4.4200008858195965e-06,3.7453473727805932e-06,0.00037206159042833077
89,SalVentAttn,22,0.35702912349629284,0.0013381535891600043,3.6467379716963805e-06,3.821902988762175e-06,0.00033397155907440604
89,Limbic,12,0.3170148860797783,0.0022757231668533756,5.15751902326861e-06,4.194879601311289e-06,0.00041509556970657904
89,Cont,30,0.3732020572546674,0.0023004794309955477,4.975667587332432e-06,4.439409566116769e-06,0.00042789645460806325
89,Default,46,0.3199104032026492,0.0025689760258360726,5.285237554074166e-06,5.521310226393032e-06,0.0004819396705237028
90,Vis,29,0.33233925201442627,0.00563450327775968,6.987447498958582e-06,6.0944495651431415e-06,0.0005907684715113769
90,SomMot,35,0.3569306105558405,0.0025143324696338927,3.6072137782515495e-06,3.1469891187915127e-06,0.00030442997059539463
90,DorsAttn,26,0.34960067158481944,0.003801523335345609,4.589008811271623e-06,4.017523120836965e-06,0.00038614353983603875
90,SalVentAttn,22,0.3338777246742611,0.0026197298138924594,3.859159858517412e-06,3.945308391114258e-06,0.00034754013688312964
90,Limbic,12,0.4133146096834952,0.005444254727964626,4.8029526243087694e-06,4.1992580317119215e-06,0.00041273126157255133
90,Cont,30,0.3095181288230025,0.0038432036512733533,5.3007994781469206e-06,5.244704421957281e-06,0.0004667158362832795
90,Default,46,0.3576016721527249,0.00554446788277493,6.086843362525408e-06,6.041088263315601e-06,0.0005481810688393854
91,Vis,29,0.5522706977044328,0.005172652354767668,6.842589696941618e-06,5.498428280536492e-06,0.0005603165239953709
91,SomMot,35,0.4153803567427512,0.0014717705368707153,3.844504971542376e-06,4.3640287696916995e-06,0.00036990925681797425
91,DorsAttn,26,0.4165079281078568,0.0026492433258541097,4.057621914370837e-06,5.136838395238925e-06,0.0004131428676493206
91,SalVentAttn,22,0.45090146257375685,0.002413930174353551,4.265194322126251e-06,5.254447929828824e-06,0.00042865352066846725
91,Limbic,12,0.555376190816849,0.0038302503621337664,6.131735048270503e-06,5.138363512898772e-06,0.0005053503949564177
91,Cont,30,0.473056477809998,0.0029228108582962553,4.651200466646925e-06,4.981856884093557e-06,0.000429146731215698
91,Default,46,0.437546136687598,0.0040942040029787125,5.371128487005922e-06,7.19746403457682e-06,0.000564234782926684
92,Vis,29,0.4903911030143995,0.002726871624154577,5.592982330223344e-06,5.4368569756104624e-06,0.0005003432395127009
92,SomMot,35,0.4405327303383563,0.0021377614339630306,3.878287502118975e-06,3.5292089775233227e-06,0.0003390256663614278
92,DorsAttn,26,0.45044823030292613,0.0024935983431936546,4.5898628962465806e-06,4.370909613778213e-06,0.00040352285245784473
92,SalVentAttn,22,0.49006985614008075,0.0024990567041609083,4.15500543756545e-06,4.144595638223927e-06,0.0003847766021137875
92,Limbic,12,0.49703593019689096,0.0038259362060945033,7.117170565446529e-06,4.399958456145226e-06,0.0004926013883198748
92,Cont,30,0.4716282014248521,0.003064064062804602,5.389416724542212e-06,4.079564187906016e-06,0.0004258052991909144
92,Default,46,0.5191499493434242,0.005772453778108601,6.004031621674988e-06,6.130833448594379e-06,0.0005626555886908466
93,Vis,29,0.405511064112773,0.004375239042731333,6.27166760879758e-06,6.165047112557517e-06,0.0005683609911226408
93,SomMot,35,0.4101522013262135,0.001601711644191087,3.98695134707496e-06,3.976977583870195e-06,0.0003634255294045963
93,DorsAttn,26,0.39373664802405445,0.0021040521774770417,4.874591484729055e-06,5.1795508112535414e-06,0.00046097420123339806
93,SalVentAttn,22,0.43217058869652175,0.0024790700669277727,4.543945415507724e-06,4.690450996919562e-06,0.0004216290535469751
93,Limbic,12,0.38028433357599917,0.002159219303716643,4.244805089225714e-06,5.465075239147461e-06,0.00043401080475810225
93,Cont,30,0.42056164259559164,0.002456712263751214,4.630890394001652e-06,5.079541851513901e-06,0.0004400825617597062
93,Default,46,0.40076368945288743,0.003400843865110675,5.732940077908558e-06,6.456213660567267e-06,0.0005532712730445668
94,Vis,29,0.2543825251210755,0.002997513514690086,5.8757011649072755e-06,7.921182292472503e-06,0.0006117802866198487
94,SomMot,35,0.33333983258968364,0.002409440476954657,3.2655694338588996e-06,3.1969029826881125e-06,0.0002903586216210902
94,DorsAttn,26,0.34517771103835676,0.0030321784364629218,4.7815269759718195e-06,4.391265364193228e-06,0.00041177767516907787
94,SalVentAttn,22,0.3126882882606083,0.0030986096563319744,3.888389644619925e-06,4.144287383168442e-06,0.0003525225060501075
94,Limbic,12,0.25660086673694266,0.00114773496246792,4.8875082385967e-06,5.015418318012338e-06,0.00042594707310232956
94,Cont,30,0.32319498452647155,0.002453455724037323,4.499766499230984e-06,4.822863469234794e-06,0.0004155506255655391
94,Default,46,0.3497335903402343,0.003676900598084196,5.44413627894171e-06,5.409987505813874e-06,0.0004880675178780457
95,Vis,29,0.5272035472438509,0.006820791799069762,6.358896608011227e-06,5.891149177530134e-06,0.000558280892262721
95,SomMot,35,0.46428108920410766,0.0018759669759406032,4.088036256569177e-06,4.297878894287733e-06,0.0003710727540407001
95,DorsAttn,26,0.4985959100679632,0.003765423351030651,4.939364752184907e-06,4.796590176397888e-06,0.00043948905977444065
95,SalVentAttn,22,0.4447152054896433,0.002072502833451975,3.651968750352108e-06,4.8554413200093285e-06,0.00038159520370435724
95,Limbic,12,0.5167654203316536,0.002316923988012766,4.483243937437921e-06,4.7137998458072925e-06,0.0004202181675524001
95,Cont,30,0.4792124191349826,0.003258524859368596,5.98645500889768e-06,4.748673700238176e-06,0.00047476662970309517
95,Default,46,0.505955069639077,0.004206343004633655,5.950931909377839e-06,6.411678739312669e-06,0.0005640423423601864
96,Vis,29,0.4258557605615393,0.005960856589558132,7.4996064645140345e-06,8.25583517241722e-06,0.0007205473521851196
96,SomMot,35,0.4094372067814033,0.001658767600860677,3.595176861191906e-06,3.7616862846889187e-06,0.0003299119226230367
96,DorsAttn,26,0.4070896156202577,0.0032787106023331983,4.895646840855033e-06,5.034096526160936e-06,0.00045166849823022104
96,SalVentAttn,22,0.43834929232481445,0.004202250141465547,4.31981132990952e-06,4.454365417701134e-06,0.00039958985022857613
96,Limbic,12,0.4136934085978281,0.005804393089219795,5.590775528506772e-06,5.08000653840157e-06,0.00046904574025975824
96,Cont,30,0.4117802709563841,0.0034775183045669955,5.295637196641056e-06,5.391590991362118e-06,0.00048578512985413474
96,Default,46,0.44466427197467195,0.008785604816722482,6.682841204698194e-06,6.310107159111466e-06,0.0005889093381307455
97,Vis,29,0.43663013466557954,0.0033327365700907582,4.65901186064212e-06,5.560885461440014e-06,0.00046421622630144047
97,SomMot,35,0.43866657657778974,0.0031803556529410686,3.85712643072273e-06,3.7642940016014474e-06,0.00034605765528769806
97,DorsAttn,26,0.4462282362198532,0.003249955461819716,4.793462065043461e-06,4.390252531037055e-06,0.0004097330014712992
97,SalVentAttn,22,0.4604241481925379,0.00425889345814289,5.0503886324852375e-06,4.460531707996586e-06,0.00042831783762481114
97,Limbic,12,0.38195137366837706,0.003386160001694541,5.21258114427713e-06,4.7491856542175325e-06,0.00044756930755703614
97,Cont,30,0.4553111988356856,0.0032057934342935458,4.986174888373863e-06,5.00140946681253e-06,0.00045038981859480873
97,Default,46,0.47822484471895604,0.005821279910996514,6.500769818646573e-06,5.427516077250269e-06,0.0005321851249799201
98,Vis,29,0.4739699525206063,0.004264900239560912,6.529928382014646e-06,7.034026962858739e-06,0.0006175891435435087
98,SomMot,35,0.46440597874149986,0.0025502731234810535,3.84571885835299e-06,3.806385292408095e-06,0.0003467600350096704
98,DorsAttn,26,0.3932896225043509,0.002942500430546394,4.965758304684394e-06,5.166966854457568e-06,0.00045679828807742917
98,SalVentAttn,22,0.49068225440843444,0.0028704408610800074,3.5494867172084705e-06,4.076394908317169e-06,0.0003497890994466876
98,Limbic,12,0.46989153716849635,0.0019209063665684655,5.400289379125766e-06,4.0334178688565445e-06,0.0004008710705540036
98,Cont,30,0.46216482107799206,0.0033949336317245097,4.5432425050272875e-06,4.588010127744477e-06,0.0004164423786767509
98,Default,46,0.45109222995752374,0.0024850752400891927,5.272777571029069e-06,5.410545141254969e-06,0.00048784096762642703
99,Vis,29,0.4465622899593842,0.005601256652689642,4.955061698218535e-06,5.4353436098305204e-06,0.000477194986789323
99,SomMot,35,0.36153012920607663,0.003713089629117771,3.926752429759495e-06,4.118059429380229e-06,0.00036082506059749035
99,DorsAttn,26,0.35869263990772254,0.0035289602157597038,4.641961128884612e-06,4.571713639689644e-06,0.00041749945240195644
99,SalVentAttn,22,0.39855592090845493,0.003332776172229915,3.837846002992692e-06,5.283895460691509e-06,0.0004130907386278179
99,Limbic,12,0.36409639142384154,0.004115597334207592,4.822641316455902e-06,5.504785247506156e-06,0.0004633921199384066
99,Cont,30,0.36315431869942383,0.004179535430223066,5.091715717157148e-06,5.5816515528183785e-06,0.0004838160438142547
99,Default,46,0.4026863825944645,0.006491205009181417,5.802117548230967e-06,7.234832670384561e-06,0.0005884546118949028
100,Vis,29,0.3831506187596171,0.004196351746419285,5.85495122681759e-06,7.727667276097677e-06,0.0006082197903538672
100,SomMot,35,0.4623736578983462,0.001619802451884472,3.857864063259354e-06,3.2456020102114107e-06,0.00032220931856505
100,DorsAttn,26,0.39387620965163744,0.0028311662551263692,5.158310377086078e-06,4.450930097584473e-06,0.0004366816666652949
100,SalVentAttn,22,0.5106189298934993,0.002066010129282685,4.53957899760934e-06,3.7299758636139596e-06,0.000375762658589531
100,Limbic,12,0.4533161599136126,0.0025636176096805238,4.6848610401863175e-06,4.2905852489485565e-06,0.00040613551494104484
100,Cont,30,0.4209807402918494,0.002619130663856639,5.065992944261363e-06,4.521266084478965e-06,0.00042078335250535
100,Default,46,0.42409906021904936,0.0034543057827575298,6.185968586680144e-06,5.822892408622317e-06,0.0005470611913738644
101,Vis,29,0.4169214158832327,0.0048084448386949445,6.6110231831634145e-06,6.449105036510277e-06,0.0005958566660431059
101,SomMot,35,0.37239379335450773,0.0015230341590164189,3.942785934920795e-06,3.32459509188636e-06,0.00032517728683166346
101,DorsAttn,26,0.39319794932636687,0.0018446210031792343,4.878723492119521e-06,3.7468113413667185e-06,0.00038436712763055954
101,SalVentAttn,22,0.3919864910799026,0.0029447257618522415,3.895517994730855e-06,3.7059082784972343e-06,0.0003417431926697211
101,Limbic,12,0.39323369196670405,0.003994616701628581,5.866977354031736e-06,4.339069044628198e-06,0.0004412034116304173
101,Cont,30,0.36035406640131656,0.0029981959412225074,4.871174205858995e-06,4.094862503473852e-06,0.00040078062134220495
101,Default,46,0.40263353620503417,0.004136733197836846,5.890398749293131e-06,5.132552589788692e-06,0.000498120521761428
102,Vis,29,0.28619089261144853,0.004145000665610227,5.620465699374365e-06,9.796799604227856e-06,0.0006831715852728787
102,SomMot,35,0.30119260219651434,0.00404825944164675,3.3576194726789233e-06,5.516421468213595e-06,0.0003886206391248902
102,DorsAttn,26,0.31736727093690226,0.003787012531210033,5.107447997460669e-06,5.905221252798018e-06,0.0004898495910477601
102,SalVentAttn,22,0.31959304467118776,0.004225764538023205,3.610410707349882e-06,7.119029597497505e-06,0.0004617375040327379
102,Limbic,12,0.23661349060180012,0.0030176659871102747,5.521933498321382e-06,7.222188954482411e-06,0.0005560053531526968
102,Cont,30,0.34361506369485056,0.003274618686902263,4.805291655461946e-06,6.914255823788349e-06,0.0005159126816288637
102,Default,46,0.3028097288788113,0.003602050752065358,4.7808313240496825e-06,8.32474061600798e-06,0.00057083385214826
103,Vis,29,0.45059756060061074,0.002906401298307464,5.982068437997946e-06,7.570617401262625e-06,0.0006245062607847889
103,SomMot,35,0.3985091753049223,0.0012060959512010115,4.033528688488555e-06,3.970194622015462e-06,0.00035220772018439714
103,DorsAttn,26,0.4195859373487241,0.0022036790927929713,5.584331753170897e-06,4.702847234384886e-06,0.0004610470704808442
103,SalVentAttn,22,0.407923719490069,0.0016283414753397217,3.5786731811362526e-06,4.8160846928058785e-06,0.00037152413149015175
103,Limbic,12,0.42547335851038626,0.002652898551052753,5.839210887188259e-06,6.412963080001933e-06,0.0005499733322642289
103,Cont,30,0.4028988700846464,0.0028318589429595495,5.08243738497479e-06,5.563715818970897e-06,0.00047953637384598035
103,Default,46,0.41944182272974534,0.003558097389314511,6.0268250945580925e-06,7.24206191279914e-06,0.0005964468521197338
104,Vis,29,0.24997986522921117,0.004381180774080498,6.678861082936205e-06,6.619501241968034e-06,0.0005980642990009544
104,SomMot,35,0.3972681379420985,0.0016106409556318308,3.516967163365495e-06,3.646530471845987e-06,0.00032328606281441404
104,DorsAttn,26,0.37902650751700795,0.002872706203823613,4.65068037768404e-06,3.979398079381414e-06,0.00038812153705341135
104,SalVentAttn,22,0.40740192727021624,0.0018079230961386304,4.081228746223876e-06,4.563250317650433e-06,0.00039349701779100953
104,Limbic,12,0.3156339742904277,0.0019498184967707188,4.282851744449254e-06,5.349027650516325e-06,0.0004313954792306497
104,Cont,30,0.34481860285615246,0.002862863566593392,5.201018662279188e-06,4.780324292502305e-06,0.00044651719728766495
104,Default,46,0.40286340833952805,0.00242519237114071,5.291909849442764e-06,5.306250005548458e-06,0.00047616376077320153
105,Vis,29,0.3930509623295302,0.0042455566642158864,6.925799143664728e-06,7.511768562162922e-06,0.0006646883664809709
105,SomMot,35,0.4430073263348605,0.0013680347509703445,3.7713796423668496e-06,2.920100642206018e-06,0.0002983563364558125
105,DorsAttn,26,0.4346580321541904,0.0025971678993599178,4.93834745718569e-06,4.011930925162052e-06,0.0004043774250917258
105,SalVentAttn,22,0.43357364828074907,0.001660409296606094,3.57860188946981e-06,3.6729234281856987e-06,0.00033022076057750527
105,Limbic,12,0.3592716795099135,0.002271563806538259,5.830472048103321e-06,5.11351368988622e-06,0.0004892241487606238
105,Cont,30,0.42724465226858827,0.0022832867620183653,4.714646371343043e-06,5.250183021953789e-06,0.00044702204039167806
105,Default,46,0.4444318943924652,0.003340688867717149,6.021193214256766e-06,5.070954330102928e-06,0.0005043612729471843
106,Vis,29,0.37954799907892894,0.0037144797831454783,5.584506113159881e-06,6.053723859094675e-06,0.0005348856559458001
106,SomMot,35,0.36666703227399056,0.001651192150775477,3.414867408042733e-06,3.869718444529632e-06,0.0003161026710971798
106,DorsAttn,26,0.33219396580283705,0.0021426951124428103,4.333130113804768e-06,4.724821215314649e-06,0.00040173614529660984
106,SalVentAttn,22,0.2889456436715807,0.003203061048856451,3.772499014665433e-06,5.099057674646103e-06,0.00038449946807145774
106,Limbic,12,0.3554608565028072,0.002886070157206441,5.563176383882961e-06,5.5823292996520896e-06,0.0005038036741431443
106,Cont,30,0.32469670340915163,0.002120666010861337,4.5502263555203654e-06,4.688565330891935e-06,0.00041246874335759145
106,Default,46,0.35226598295331973,0.0036695213755037637,5.5668766693107094e-06,6.8532321797019386e-06,0.000560059549923645
107,Vis,29,0.4192339557017481,0.004830589598245469,7.412471368316933e-06,6.565092221004477e-06,0.0006477517477685309
107,SomMot,35,0.46762874305842245,0.0021671902718691863,4.284095564544512e-06,3.2087575770586027e-06,0.0003365832373266031
107,DorsAttn,26,0.43748298201162655,0.0026843982769331055,4.979594099195252e-06,3.944524193155207e-06,0.0004052853525588763
107,SalVentAttn,22,0.48015207269107235,0.002862008261544716,4.6351089484658086e-06,3.3010511952972435e-06,0.00036095375010877225
107,Limbic,12,0.40558903999772583,0.003335782282638666,6.517044601952844e-06,3.8890400368364886e-06,0.0004650263283257732
107,Cont,30,0.4023893203719488,0.00328336997458228,5.03692007778742e-06,3.978823505254704e-06,0.0004135827069387322
107,Default,46,0.4614398805767831,0.0050033022224350195,6.8864033212726865e-06,5.20985939504778e-06,0.0005612313112287202
108,Vis,29,0.45703372395814273,0.003140645162277084,6.490458637984451e-06,4.966384059597358e-06,0.0005222869993341387
108,SomMot,35,0.48337011296759186,0.0014713776273150407,3.9829763743464465e-06,2.695222566076252e-06,0.0002936613976773873
108,DorsAttn,26,0.43218757648814343,0.0019318073054105586,4.9896744824122164e-06,3.5992397558643155e-06,0.0003819367243255847
108,SalVentAttn,22,0.4876034234080375,0.002219675651490022,4.204113657132028e-06,3.6611003652847898e-06,0.0003555738426410783
108,Limbic,12,0.4110701530409954,0.002396561104385167,4.342241533415311e-06,4.324263438858436e-06,0.00039751918232549155
108,Cont,30,0.4075948239911499,0.0022116571246576064,5.019981409085723e-06,4.296911526217761e-06,0.0004192148750672304
108,Default,46,0.4181972355674328,0.0041735868168749374,6.114080044820466e-06,5.9876710576255845e-06,0.0005519523271102037
109,Vis,29,0.34921088927382427,0.0038406242194460277,5.37441577388016e-06,7.715192873625657e-06,0.0005906518091208349
109,SomMot,35,0.3394263136087365,0.0013321432248592712,3.482162798392287e-06,3.0076659095616205e-06,0.0002824711812585493
109,DorsAttn,26,0.3417018055337949,0.0022685290149594534,5.079589429546792e-06,3.7358032804414396e-06,0.0003899595388706646
109,SalVentAttn,22,0.33242081960674813,0.002008652200624387,3.955360985376614e-06,3.5697182314226005e-06,0.0003371870323965501
109,Limbic,12,0.291652638290216,0.0021763522002444147,4.176056995407996e-06,5.011968349498629e-06,0.0004125187531842741
109,Cont,30,0.36815596849290355,0.0023510596174276545,4.685235534446201e-06,4.583708494201491e-06,0.00040656546974827083
109,Default,46,0.3065587225663272,0.0031337553204393944,5.874314606042383e-06,6.1814806646459035e-06,0.0005400523052245391
110,Vis,29,0.4206147075412603,0.003235545313469348,6.328107594585432e-06,7.240959385849419e-06,0.0006288478238376268
110,SomMot,35,0.44490088170581316,0.0013164824632539373,3.482337441938045e-06,3.129283712200962e-06,0.00029981408004008277
110,DorsAttn,26,0.40837010017968134,0.0016519561646931827,4.609241840826073e-06,3.870563899740846e-06,0.000375699607132804
110,SalVentAttn,22,0.38357236435753406,0.001193659642631181,3.58788816826748e-06,4.22287053868782e-06,0.0003518270237022001
110,Limbic,12,0.4062621002942459,0.001733623792806746,4.805839920294935e-06,4.3653425946150735e-06,0.0004163256446447574
110,Cont,30,0.35052764462737135,0.0018116953476174603,4.595187094530232e-06,5.678655790111949e-06,0.0004654809613452289
110,Default,46,0.37460487655797037,0.0019036330342755905,4.982574594112568e-06,5.137223908486226e-06,0.0004578733746827893
111,Vis,29,0.3727857964324738,0.003218842169918283,5.889472093843003e-06,5.699559727082028e-06,0.0005241256152662244
111,SomMot,35,0.4032102884758547,0.0024672811382312355,3.830833295281116e-06,3.464075072522483e-06,0.00032365195619390427
111,DorsAttn,26,0.40969386283940257,0.002632347258615285,5.633724209363191e-06,4.0423707826718756e-06,0.0004302168021464503
111,SalVentAttn,22,0.4113320420672576,0.0037298012063028403,3.7890994614728256e-06,3.842595692747946e-06,0.0003487156582206286
111,Limbic,12,0.3166052462323887,0.0020726102718501243,5.262061908424473e-06,5.505662547847155e-06,0.00048512035390655745
